,ItemID,Sentiment,SentimentText
303808,303820,0,@melissacarolina@mariaemunoz  I just twittered and saw all these tweets about vegas...Damn hangover 
303809,303821,0,"@melissacastrooo if u feel naceous, please get off of me because the throw up is going to end up on my face "
303810,303822,1,@melissachea yaaay hello you never thought you'd make one 
303811,303823,1,@MelissaCruz I do what I can...Works for my headaches 
303812,303824,1,@MelissaDailey hope you have fun at the wedding and enjoy east tx!  keep my brother in line.  
303813,303825,1,"@MelissaDawnCat The fae-maid is great! I'm gonna buy Wishing Fairy (after payday, lol!). Would u want 2 interview for FairyGuide.com? "
303814,303826,0,"@MelissadelaCruz I know,  It was nonstop!  but I should be in LA in July/early August. Will plan better for that!"
303815,303827,1,@melissadjahida heey..i love that song 
303816,303828,0,"@melissadotson I can't afford it right now, myself.    I have my treadmill, but I need to start toning.  I wish I could w/o with you!"
303817,303829,1,"@melissaduffer why, YES, i did!  wow! apparently we aren't depressed enough!"
303818,303830,0,@MelissaEGilbert  Dont know if anyone ever thanked you for time as SAG prez..I resigned the board when it started getting really nasty 
303819,303831,1,"@MelissaEGilbert Hehe, you keep yourself busy here at Twitter  It's great! Enjoy your meal!"
303820,303832,1,@MelissaEGilbert How was Dakota's birthday? 
303821,303833,0,"@MelissaEGilbert I know all about hair with its own personality when unleashed except I have NO curl, it just flops. "
303822,303834,1,"@MelissaEGilbert LOL, I can't believe someone didn't know what that line was from. Too twisted for color TV. "
303823,303835,1,"@MelissaEGilbert That is a good reassurance.  Is the kid in the picture yours, so cute!"
303824,303836,0,@MelissaEGilbert wait don't go.... Darn!  Missed you again 
303825,303837,1,@MelissaEGilbert You take all this time to answer peeps and then they complain and correct you...thanks for being patient  Not easy?
303826,303838,1,"@MelissaEGilbert you're a cougar. i've got resentments older than that kid. chris pine is a cutie, though.  "
303827,303839,0,"@Melissaelguera Awe! That's so sad, but so funny at the same time. Sorry Sharon!  Dr.s say that most injuries are adults playing wii"
303828,303840,1,@MelissaFargo Hey! I would love to feature you on our blog http://tinyurl.com/n572js. If interested send me a DM. 
303829,303841,1,"@MelissaFrancis Personally, I think you are using the pizza to justify your love for beer  but we know better  Have fun with your Friday"
303830,303842,1,@kathy7575  you know how you say ''oh shucks''? i say ''your joshing me'' ! hahaha lol   
303831,303843,1,@kathy7575 so what time do i wake up? 
303832,303844,1,@KathyBuckworth I so knew your answer!  Did they give you a buncha freebies to share around with you favorite gal pals??  
303833,303845,1,@KathyCash I am indeed...foreseeing a quick blog post on the topic coming soon  http://myloc.me/15Jn
303834,303846,0,@kathyclugston Just investigated whether I could change my username to Ermintrude - someone's already nabbed it 
303835,303847,1,"@kathyduan That, my dear Kathy, will never happen. "
303836,303848,0,"@kathyems Yeah, it was a little chilly. Plus we think Starbuck might have a cold or something. "
303837,303849,1,@KathyFriend Another one by @cathydietz. I horde them for profile updates 
303838,303850,1,"@KathyFriend Everything is in the apartment or in my car!  We (Mom's Husband, Friend Holly, &amp; Myself) got it all done!  I'm so blessed!"
303839,303851,0,@KathyFriend She absolutely should have. I am so sorry 
303840,303852,1,@KathyFriend YEAH! So glad the documents made it there! 
303841,303853,1,"@kathygriffiths Hi Kathy, I have resent you an email with a Word Doc. Hope you get it this time. Let me know. "
303842,303854,1,"@kathyireland  okay sent my   information. And thank you for encouragement, kind words  and congrats  I truly appreciate it"
303843,303855,1,@kathyireland  Thank you!  Nothing better than kisses from the babies!
303844,303856,1,@kathyireland &quot;So they sprinkled moondust in your hair of gold and starlight in your eyes of blue&quot; (insert piano glistens here) 
303845,303857,1,"@KathyIreland I so appreciate your friendship, you are a great person with a great heart   â¥"
303846,303858,1,@kathyireland I'm awake! But then it's 10am here. 
303847,303859,1,"@kathyIreland I'm doing voice masterminding chats via skype, GoToMeeting, etc.. as are thousands of others. I didn't invent that. "
303848,303860,1,@kathyireland I'm sorry....just would like a reply at times  think you're a great person is all
303849,303861,1,@kathyireland Kathy you and Jose both look amazing!  Thanks for sharing the photos...more incentive to make that dream a reality. 
303850,303862,1,@kathyIreland Looks as though the person in question could also use a reading of that book.  Thank you for for your positive attitude. 
303851,303863,1,"@kathyireland Loved UR picture..know U R a celeb when U get UR hair cut by Jose Eber. Me, never  had my 1st pedicure last yr. that was big"
303852,303864,1,@kathyireland My Pastor is having Open Heart surgery on Wed.Please keep Pastor Ryan in your prayers Thank you 
303853,303865,1,@kathyireland Thank you! I needed that 
303854,303866,1,@kathyIreland Were your last two tweets aimed at me? 
303855,303867,1,@kathyireland Would you be so kind to share what hair products you use?  
303856,303868,1,"@kathyireland Yet, you are much more than just mom! "
303857,303869,0,@kathyireland your last tweet left me confused 
303858,303870,1,@kathyjaned no lets go shopping instead 
303859,303871,1,"@kathykel Well the banker shouldn't win! Best to stick to the orange, reds and sometines yellows, then you can't go wrong in Monopoly! "
303860,303872,1,"@kathylewisart  I Wish I Can Perform to You one of these days, it woulkd be a Pleasure,   Thanx!"
303861,303873,0,@kathypak  that's not good
303862,303874,1,@KathyPurdy No doubts it'll be easy to add to Thesis. It'll be a great addition for the next version. 
303863,303875,1,@KathyReiff I can't believe I signed up for Booth duty during that lunch keynote timeslot! I look forward to your detailed after-report 
303864,303876,0,@mayerman my italics are sad 
303865,303877,1,@MAygenNicole I'm watching up now  I wish I was up while watching up LOL
303866,303878,1,@MayGik Sneak Peak of today's presentation  http://idzr.org/26ia
303867,303879,1,@maygoldxx hahaha it's what it's called champ! 
303868,303880,1,"@maygra  Good morning!  (I was up, then went back down, then up, then sleeeeeeeeep til now  )."
303869,303881,0,"@maygunrose take it as a compliment, haha. i am so anxious for them to release the concert date for australia, i mean, i'm dying "
303870,303882,0,"@maygunrose yehh  we hav to wait till saturday, i saw your turn right bebo skin, it looks good XD"
303871,303883,1,@mayhemmiller Lol. That's bad ass! 
303872,303884,1,"@mayhemstudios @krystynchong no seriously, don't listen to Calvin, he's just mad tonight cause he's not green.  It was him, 4 real!"
303873,303885,1,@mayhemstudios all hulked out? breaking your keyboard with every punch of the keys... 
303874,303886,1,@mayhemstudios Hey wassup? Hope you're having a cruisey Sunday 
303875,303887,0,@mayhemstudios I actually deleted a fledgling account because of too many of those spam followers 
303876,303888,1,"@mayhemstudios LOL, want my address too? Bet I'd look AlltopAwesomesauce in that shirt. "
303877,303889,1,@mayhemstudios Thanks much! I'm learning lots from you.  
303878,303890,1,"@mayhemstudios they should, for that particular film "
303879,303891,1,@mayhemstudios Those LA skylines must be photoshop 
303880,303892,0,@mayhemstudios Well still trying to get to LA. The recession sucked me dry. I had to cancel my last class  To many schools here in Seattle
303881,303893,1,@mayhemstudios We're inverted. I'm a social retard that like to share  http://followable.tweetlens.com/iamkhayyam cc: @syedbalkhi
303882,303894,1,@mayhemstudios what if you're omnipotent? 
303883,303895,1,@mayhemstudios Will do!!  yeah flu sucks. I hate it. had fever and couldn't do anything!!
303884,303896,0,@mayhemstudios yep it happens sometime 
303885,303897,0,@Maykats Aww i feel so sad  I wish we saw his death from his p.o.v. and him dying was described more - and the end! awww 
303886,303898,0,@Maykats damn you lol now I cxant get back in.   nah I am teasing but I did get this message 502 Bad Gateway and that was it
303887,303899,1,"@Maykats While you're at work having lunch, I just got to work with my bagel breakfast. Wanna trade? "
303888,303900,0,@MaykunMilla I'll arrive at 11.30 kay? My mom's really angry at hai... she thinks it's his own fault. they have taken his pc with them 
303889,303901,1,@Maylaffayza I wish Harsya and @TriasR are always in good shape of health 
303890,303902,0,@mayleesa  Take care~
303891,303903,1,@MayleesGarden I love lemongrass! That looks lovely! 
303892,303904,0,"@MayLlynOng Hello, sorry for random message! Would any of those tickets still be spare? I'm a massive fan and got no tickets for any date "
303893,303905,1,@MayLouis Very well thank you Amy! How are you and how's that shoulder? 
303894,303906,1,@maynard826 can you get me a plain bagel w/ lox spread please  hahahaaa
303895,303907,1,@Maynaseric  Just wanted to wish you a very good morning dear friend!    
303896,303908,1,"@maynaseric  well Ill do what I can to help you out brother - your blog is well done, way to keep on top of social topics "
303897,303909,1,@maynaseric @serenetan most likely french lah 
303898,303910,1,"@maynaseric Heh, crashed man - crashed totally =P Ah well, heh. Hey, wanna meet up one of these days? "
303899,303911,0,@kathysena Guess u missed tweets from this morning. wife and i are kaput.   Figuring out my options..
303900,303912,1,@kathystover Thx.  Still have the eagle pic but just thought I'd put my real pic on since so many others do it too.
303901,303913,0,"@KathyTillotson Ah you gave me beach envy now LOL No, no pics  I slept most of Saturday &amp; today was in hibernate mode. What up 4 week?"
303902,303914,0,@kathywoodgate what's wrong Princess? 
303903,303915,1,@kathyxxxx @shellyXxxx its a good story really 
303904,303916,0,@kathyxxxx god everyone is coming up with really good headlines 
303905,303917,0,@kathyxxxx my laptop doesn't have that symbol 
303906,303918,1,"@kathyxxxx surfing, jet skiing and weight boarding... stop twittering if you want to study,,, lol "
303907,303919,0,@kathyyylee &amp; @tiffmoosie I KNOW!!  it was so sad!!! I like Jen Aniston more after that movie. DUDE 3 kids in the movie. haha
303908,303920,1,@kati_rahikainen I misunderstood the site! Couldn't find prices. Good news though - good to look into if party planning. Thankyou 
303909,303921,0,"@katiabella yeah, i'm too short, too  yeahh, you've got time haha"
303910,303922,1,@katiachic it was great....just being a lazy girl now though!  let u know what I find out!
303911,303923,0,@katiachic No. As far as I know JK still hasn't announced the winner!  Good night! Sleep well! Have sweet dreams!
303912,303924,0,@KatiaDominos my mom has an idea about me&amp;ryan.  ill tell you if you go to church today.
303913,303925,1,"@katiapsyche Btw, your converting is AWESOME, but we use celsius in Canada. "
303914,303926,0,@katibeth Of the current season or a past season? Because tomorrow's series finale will be craziness. And I have to watch it online later 
303915,303927,1,"@katibrown haha yeah definitely, i want to see! great first show @nbcconan! me and @katibrown enjoyed it very much. "
303916,303928,1,@katicotrophic I didn't know of mitch till he died too..that guy makes me laugh everytime on the same joke!! 
303917,303929,1,"@katie hi katie, its rele weird knowin am writing on your page,just wana say i think ur an idol to all girls.. love watchin ur show  xx"
303918,303930,0,"@Katie_0407 all over the place it was  boo, dual voice challenge was too challenging"
303919,303931,1,@katie_27etf yes as a matter of fact i did play candyland. and if we ever played candy land i would whoop you ass and then you would cry 
303920,303932,0,"@Katie_2991 @Char_SOS  yeah presalers, get on my nervess "
303921,303933,0,@katie_andhearts 
303922,303934,0,@katie_andhearts PSP? Weiird. I want internet on my psp 
303923,303935,1,@katie_andhearts Yeah thanks  you?
303924,303936,0,@katie_bea so sad  can't believe I have to endure full on family functions instead of splashing in the Atlantic. have fun!!
303925,303937,1,"@Katie_Cakes thank you missy!! I've totally relaxed now. Even if I got a 50 for adam, I still get a 2:1. "
303926,303938,0,"@katie_doyle bummer  where do you work? im good, just been in and out from the sun all day :p"
303927,303939,0,"@Katie_Fitch heya Katie, yeah sorry i was busy working on the trailer!  i will talk next time "
303928,303940,0,"@katie_fruitcake i m fine thx,my msn is not working "
303929,303941,1,"@katie_fruitcake That's really scary.. There was one other page about numbers, but I don't remember it  That was even more scary"
303930,303942,0,@katie_jonas awe..too bad about your bracelet...   i sent you those things i recorded from the sunday at the cma fest... did u get them??
303931,303943,1,"@maynaseric hey my friend just saying hi, missed you again, these time zones are testing us  have a goodie."
303932,303944,1,@maynaseric i supposed to list my name in the philippines. it's too late to realize i have enlisted my name in singapore  hahaha lol
303933,303945,0,@maynaseric I wanna add that to the right side of the post!! . Exploring how to do that!! 
303934,303946,0,"@maynaseric Never heard of Coffee Bean. Starbucks are aplenty - too much so. 3 shut down last year - 2 were new, 1 was by my house. "
303935,303947,1,@maynaseric Rockstar!! He he he!!  Thanx!! 
303936,303948,1,@maynaseric The outside can wash...inside got filter can replace..but I used it like a month liao no smell 
303937,303949,1,@maynaseric things have been great...good to hear from you! tweaking a new business blog. have a great weekend 
303938,303950,1,@maynaseric Vote alrdy  But u still gt a looong way to go...hahaas..
303939,303951,0,"@maynaseric Ya, I wanna learn..but I donno where "
303940,303952,1,"@mayoberry mmm, athletic!! "
303941,303953,1,@mayonice haha not really actually. Was just trying to annoy @ablackrussian  had a really long gofar meeting today. Like a GTKY session
303942,303954,1,"@mayonissen - Honestly, I think brushing up on your Processing would be more useful to you here than your Danish! "
303943,303955,0,"@mayooresan come on bro! I twitterd, emailed LKLUG and even sent invitations on facebook. Sad to hear that you missed them all "
303944,303956,0,@Mayor_of_Twtr seems to be twisted intestines. Going in to surgery now. Prognosis isn't great 
303945,303957,0,"@mayora and that's how they screw you hardest.   i hope it works for you soon, though."
303946,303958,0,"@mayora not this part, unfortunately. "
303947,303959,0,@mayora OR WERE YOU TALKING ABOUT MY FACE 
303948,303960,1,@MayorDorisWolfe Oh now Im smiling. Im sure we are going to have to have a meeting in your office when you get back 
303949,303961,0,@Mayoress @djmafia20 @KaytaJ @CC_mayoress I'm jealous  I bet you'll all blog your fancy fun Sat night pics too. Bitches.
303950,303962,1,@MayorOfLondon What? No pictures of the food? 
303951,303963,0,@MayorQuimby get over it.  They're just taller. 
303952,303964,1,@mayorsam hello how are you doing today 
303953,303965,1,"@MayorYoung Hey Man, I had fun being on your show, Hopefully you can get the audio problem fixed in time for the next show. "
303954,303966,0,@mayps55 aha i know i just say it too piss off brianna cause shes been being mean to me mommy april  tell her to be nice
303955,303967,0,"@MayraRae okay,okay phew. i don't care much about my bags as long as they don't lose me and the other passengers above the pacific ocean "
303956,303968,0,@maysiefurs Cheers bb.  Hmmm. I dunno what to do.
303957,303969,1,@maytagmah dont say that..although we were born alone &amp; also die alone we make friends lolz 
303958,303970,0,@mayteng mehhh wqon't be able to make it by then 
303959,303971,1,@mayumib Yes... Believe me... This is possible. 
303960,303972,0,@mayureshnirhali for personal use I always use safari  but our product supports only IE 
303961,303973,1,@mayurjango @trakin @azulfi its in 6 figures  Its via BlueDart but the envelope shows PO BOX : 4037 Buffalo NY 14240 4037
303962,303974,0,@mayursha How does one lose an entire airplane plus crew and passengers!? Oh wait. 
303963,303975,1,@mayxoxo it's getting onto 8am Monday morning where I am. Hope that helps 
303964,303976,0,@mayyin what! what's happening? 
303965,303977,1,@Mayyita U r still discovering something to do @ work haha... I  told u Twitter lol 
303966,303978,0,@Katie_Kent yeaa i was no one knocks for me any more  xx
303967,303979,1,@katie_kirsch I WOULD SO BUY THAT BUTTON. can you invent it for me? within 24 hours? pleaseandthankyou 
303968,303980,0,@Katie_Krause im in a pickle... currently making a few HUGE decisions... ill prolly lose everything i have.. and prolly wont be worht it. 
303969,303981,0,@katie_louis3  realy badly sunburnt  mum was like if you sunbathe tomorrow you'll get 3rd degree burns lol 
303970,303982,0,@Katie_Lynn122 being sick sort of comes with that feeling 
303971,303983,0,@Katie_McFlyy Â£32 on official ticket sites but loaaaaads on ebay 
303972,303984,1,@Katie_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  xx
303973,303985,0,@Katie_McFlyy haha aaaar god. i proper wanna go to america again though. i haven't been since like 2004  hahaha x
303974,303986,1,@Katie_McFlyy what songs that lmao. i like it ;) lol. is this how you spell debut ? d-e-b-u-t de but lmao ! 
303975,303987,1,@Katie_McFlyy you're welcome. 
303976,303988,0,@katie_michael my brother just told me 
303977,303989,1,@KaTiE_something Omg!! limewire lets me download modern day escape from 
303978,303990,0,@katie_turek haha yeah it took a long time but i finally accomplished it...you are gone from the state? 
303979,303991,0,"@Katie1003 oh buddy it's really dumb, have you seen tool academy? it's kinda like that   And yes I haven't forgotten your pic..Promise"
303980,303992,1,@katie1984x .. i am so rubbish that i am starving so go make me some dinner please  haha .... u got any new pop in ?
303981,303993,1,@Katie1989 I'm sure bankruptcy lawyers would love that 
303982,303994,1,"@Katie1989 It's true, though! "
303983,303995,1,"@Katie1989 thats crazy, its only 7pm here, but being a night worker it is indeed my morning! "
303984,303996,0,"@Katie1989 to spend too much money on it though. Â£30 max inc plants! I really want an allotment, but the waiting list is massive!  xx"
303985,303997,0,@Katie3294 Ohh you poor child  It will change your life. That's all I can say.
303986,303998,1,"@katie355 LOL. Look to the right of where this message is and there's an arrow, next time you want to direct a message at me, click that "
303987,303999,1,"@katie4taylor They are, but they love it! Band camp sounds fun. "
303988,304000,0,@katie5608 @ibbored I wish I had a Wii 
303989,304001,1,@Katie5993 You realise we've officially left now? :/ Looking forward to later 
303990,304002,1,"@Katie841: Hahaa. thanks again, you tooo  x"
303991,304003,0,"@KatieAlender Hey you, I just saw on your reviews page for BGDD that I'm not on there with my review. "
303992,304004,1,"@katiealto18 SOME losers. Specific, other, people are an exception  .. I hate the internet. it ruins my life. I need to be doing Homework."
303993,304005,1,@katieanncurtis http://twitpic.com/6f47f - I like this one the best. 
303994,304006,1,"@katieanncurtis http://twitpic.com/6f47f - I like this one, very pretty "
303995,304007,0,@katieanncurtis I am jealous that you got to have a pic with him. He is more beautiful in real life but I didn't get a pic. 
303996,304008,0,@katieanncurtis same.. i so dont wanna go to this party tonight 
303997,304009,0,"@katieanncurtis yep  . i ahte calculator ones. I have NO idea what will be on it, probs trig and pythag.  a week full of exams. YAY"
303998,304010,1,@KatieArdner So glad you're here at the workshop!!   Can't wait for tomorrow! Btw you did a great job today!!!!!!!
303999,304011,0,@katieatkinson me too 
304000,304012,0,"@melissagatza yeah....sucks, but such is life, ya know "
304001,304013,1,@melissagiddins twilight in the classroom would be fabulous 
304002,304014,1,@melissagira I understand completely 
304003,304015,1,"@melissagouge hahahahah!! And no, I wasn't home but I can make my way there anytime you want movie night "
304004,304016,1,@melissagraf sounds like my kind of place 
304005,304017,1,@melissagreen http://twitpic.com/4wsk3 - too cute 
304006,304018,0,@melissagreene No Tejas show for you??  That makes me sad.  Watched you on 700 Club just now. Gorgeous girl! LOVE your voice. Miss ya!
304007,304019,0,@melissagrelo  Its only a nap if you tell yourself it is.
304008,304020,1,@melissagrelo It's so true.  Ps. I loved your victory spike this morning 
304009,304021,0,@MelissaH27 I don't know  I really miss my orkut! haha!
304010,304022,0,@MelissaHackett not 2 rain on ur parade or anything ... but that &quot;Cera&quot; twitter doesn't happen 2 b real deal: http://bit.ly/Yn7hy - sorry 
304011,304023,0,@melissaheckyeah  eww summer school how long is it? 
304012,304024,0,@melissaheckyeah read this http://bit.ly/HXShN   so sad 
304013,304025,1,@melissahoyer ...and mysteriously (or not) Mr Costello is NOT on Twitter 
304014,304026,0,"@MelissainPhx  Don't be jealous.....be proud!!  I did it alone!! I didn't last long, couldn't get anyone to talk to me..... "
304015,304027,1,"@Melissaismyname Well....I was hoping so, but they've been stiff and sore since wednesday?!?!  Not as bad as they were a few days ago tho "
304016,304028,1,@MelissaJacobs23 I'm already planning that we all have to wear some kind of Twilight/New Moon shirt. 
304017,304029,1,@MelissaJacobs23 Ooh nice! Will mosey on there a bit later 2 check it out. The way you're sighing it must be Robward's pics. 
304018,304030,0,@melissajeanine ew.  sorry zach
304019,304031,0,@MelissaJeanine no dead 
304020,304032,0,"@melissajill I miss you too, roomie!  Good thing flights are cheap so I can come stay often. ;)"
304021,304033,0,@MelissaJLee - I would love to see a Bead &amp; Button Show - they never do them in the Western states!    Would love to see photos!
304022,304034,0,"@MelissaJohnsen I do Drive, yes, plus a couple of Sunday shows...I wasn't sure if our site would stream in Norway. Rubbish  Plans today? x"
304023,304035,0,@melissakathleen without me?! 
304024,304036,1,"@melissakeyes a special good morning to my sweet dear friend! xoxoxo, have a nice, productive, not too busy day "
304025,304037,0,"@melissakeyes MELISSAAAAAAAAAAAAAAAAAAAAAAAA IF I had known it was YOUR event, I would have made MORE an effort! "
304026,304038,1,@melissaks yeah it's a good look 
304027,304039,0,@melissalapp I miss you  wish you were here.
304028,304040,0,"@MelissaLoschy Awesome! Yea, Its going to be really good.  I was sad I couldn't make it  Ehh... I did make HBOC promos in the car though."
304029,304041,1,"@MelissaLund I feel you! In my case, I got sick and I have NO energy to attack it. Hang in there. "
304030,304042,1,@melissalvla I know silly 
304031,304043,1,@MelissaMAGICx3 bored. Hungry. Gave up on printing. You? &amp; LOL at ur sistas text 
304032,304044,0,@melissamango I never get anything like that out of our windows 
304033,304045,0,@MelissaMarie8  And sorry about Fergie! I never even went cuz I couldn't afford to buy his book  Next time I will let u know 4 sure!
304034,304046,1,@melissamarini MTV Movie Awards are on at 9. 
304035,304047,0,@melissamdoyle  Not going to be the same without you...
304036,304048,0,"@Mayysian hbfkjewnbfkwef??? Told you that you should of told her you're sleeping at my house, haha. NOOOOOO!!!! "
304037,304049,0,@maz_z mon pneu est crevÃ© 
304038,304050,0,@MazaNajle I've just remembered my Coke dropped by Ingrid! 
304039,304051,1,"@MazaNajle Nonverbal communication, platonic affection and food "
304040,304052,1,@Mazdaman0687 haha no sleep inducing computer based learning for me today jus MTO  remind me to tell u something funny/kinda creepy later
304041,304053,1,@Mazdaman0687 YaY! I get as excited for your birthday as I do mine  lol
304042,304054,1,@mazeri the name was a group decision...basically jamWee is We(e)Jam reversed. Thanks for the question. 
304043,304055,0,@Mazi i feel for you with the abbey situation 
304044,304056,0,@Mazi_bby Bitch no its not!!!! Lmfaaaoooo! U gonnee! I jus dnt kno how to do it 
304045,304057,1,@MAZiieBABy well with recession sneakn up on us...some habits you just gotta let go.  me...justin...&amp;tahj love you! &amp;thats all that matter
304046,304058,0,@maziltov Chillbains 
304047,304059,1,"@mazingmissa haha yeah. i mean, if you say it fast it kinda sounds like oliva. lol. YOUR GRADUATING TODAY!!!!!! "
304048,304060,1,@mazosh 4 more days * 
304049,304061,1,@MazP well done you little poetess you!! Kudos! 
304050,304062,0,@mazp24 Y.Y I want bournemouth to FIERCE! But gwah. It's raaaaaaaaining. epic fail. 
304051,304063,0,"@MazVN I had 2 last week and yesterday, I had 2. i don't wanna be followed by them  they ruin my rep."
304052,304064,1,@mazylady  it was 1 of those giant smartie covered ones from Waitrose 
304053,304065,1,"@mazzawoo That's great! Were you aware of CILIP prior to the comp? We are a very friendly and active group in the W. Midls, keep in touch "
304054,304066,1,@mazzlestar Luv the new avatar 
304055,304067,1,"@mazzlestar Sending positivity your way, M! You can never have enuff "
304056,304068,0,@MazzyBabe haha me too! Except this week  I have finals... I gotta study sooo hard. xp
304057,304069,1,@mazzyg  Thanks. I know it's for the best. But cleaning out the carrel was tough.
304058,304070,1,@MB20TribSinger ouch! glad you're getting that taken care of...hope the mouth feels a little better over the next few days then. 
304059,304071,1,@mb818 Its Megann .. From Your Maths Class Sabrin Said To Add Yuh LOl 
304060,304072,1,@mbaa this video is private 
304061,304073,1,@mbaizer I think max is having a sleepover with Molly. Didn't want to come home. 
304062,304074,1,@mbarrettboca Hey there  Welcome to twitvid!! http://twitvid.io/aarM
304063,304075,1,"@MBartloff  Wonderful invention -- It was on my mind right after I invented water, but someone beat me to it -- good for them!  Enjoy "
304064,304076,1,"@mbase Same to you, same to you. "
304065,304077,1,"@mbayler no wakling here, its banned on all fronts. Time for a beer here, work? been doing that all day, you only just started? "
304066,304078,1,@mbburns That's great news 
304067,304079,1,@Mbdeskin BE SURE! It's fun and it's easy and you can stalk people.  Love your face.
304068,304080,0,"@mbeasi @calaggie I found an 8-pack of it once, but it was the last one on the shelf. Haven't seen it anywhere since "
304069,304081,0,"@mbedsvaag aw welcome to my world, motion sickness has become a close friend of mine..sorry the bullet has let u down "
304070,304082,1,@mbeige yes ARMIN PLZ come to EGYPT once @ least before i die  #asot400
304071,304083,1,@mbenyo: I love you matty poo poo!  cheer up baby cakes!
304072,304084,0,@mberesford - http://www.flickr.com/photos/dazb/3499014950/ - i know you LOVE my animal photos 
304073,304085,1,@MelissaMercer helping me pack would keep you occupied. 
304074,304086,1,"@melissanatti ehh its not even worth it then, its not even that great of a day. go to work, maybe ill come visit u "
304075,304087,0,@MelissaNyomi I'm taking classes 2nd summer session  I'm only off til July 6th. what week u going??
304076,304088,1,"@melissaohh haha thanks  she's not, it's a hobby of hers hahah"
304077,304089,0,@melissaohh omg  when do they finish??
304078,304090,0,@melissaohh omg they sound perfect. wow. I WANT TO SEE THEM LIVEEE 
304079,304091,0,@melissaohh yeh. he had cancer didnt he? 
304080,304092,1,@melissaongsc yes alright you shall be cheese then cheesy person! 
304081,304093,1,@melissaonline i will try to get a list together for you. 
304082,304094,1,@melissaox oh I'm laughing and sipping on a marg now! 
304083,304095,1,@MelissaPaige I might just join you 
304084,304096,0,@MelissaPaige16 you'll never guess what we're listening to you... and yo're not here 
304085,304097,0,"@MelissaPan awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history "
304086,304098,1,@MelissaPan going to work in trials at City of Westminster court with Junior and Zaineb so it should be funn I suppose  wanna do Law 
304087,304099,1,"@MelissaPan yeahhh perfect omlettes = life goal  ): I tried yesterday, too many damn bugs! I'm not scared of nature but..."
304088,304100,1,"@melissapierce Always nice to meet a self-confessed fellow dork. Checkout complete, download under way.  "
304089,304101,1,@MelissaPR awww hope you aren't too lonely without me!  how many days until Italy?
304090,304102,0,@melissapwns awe @Suareasy has no stickam but atleast you got an @ reply! i'd love one of those 
304091,304103,0,@melissapwns haha oh! i called him 15 times and nothing  but i got the non personal message that he sent to everyone.
304092,304104,0,@melissapwns idk if they still do 
304093,304105,0,@melissapwns NO! why do i always miss everyone! 
304094,304106,1,@MelissaRae_x when? the one on the JB album? or another?! aaaa  cuteee!
304095,304107,1,"@Melissarrgghh come over here, I have pizza and chang "
304096,304108,1,"@melissashimmin Spectating  along with 250,000 others, plus approx 75,000 camping there in tents for the weekend (love French camping)"
304097,304109,0,"@melissasparks that rocks. They're coming to chicago in july. alas, looks like gen admission sold out  might still go anyway!"
304098,304110,0,@MelissaStetten I know the feeling. Our dog finally caught &amp; brought in the rabbit she's been chasing for weeks--too bad it was a baby 
304099,304111,1,@MelissaSuzanne Enjoying another beautiful day in paradise. 
304100,304112,0,@MelissaSuzanne Ooh which movie? Or are we not alowed to know 
304101,304113,1,@MelissaSuzanne thanks for the follow 
304102,304114,1,@MelissaTA ayooo; if i get my new i.d by then i'll try to roll through 
304103,304115,0,@MelissaTweets I had an iPhone almost 2 years ago but gave it up b/c ATT stinks EVERYWHERE I go. I had to have Verizon.  
304104,304116,1,@MelissaVermeire off the record: are you dutch? Your name sounds like it 
304105,304117,0,@melissaweyn how come girly?? 
304106,304118,0,@melissaWOOF ahhhh i cant 2moro 
304107,304119,0,@melissaWOOF yeah . its several streets away . i usually take 15mins coz im slooww 
304108,304120,0,@melissjane bye bye my little jelly bean  hurry back!!!
304109,304121,1,@Melissoua im 17 on May 8th  that was on Friday :] you?
304110,304122,0,@katiebabs @Larissa_Ione I'm DREADING this three day weekend 
304111,304123,0,"@katiebabs got nothing to say about job, that sounds bad. Here have some more ramen. (I suck at this  )"
304112,304124,1,@katiebabs i want to  and i'm glad you got to 
304113,304125,1,@katiebabs Kate MacAlister. I love her. Warning: don't read on the bus. Random giggles. 
304114,304126,1,"@katiebabs Then again, he IS from Edinburgh.... "
304115,304127,1,@katiebakes  &quot;I think The Fray utilizes a complex algorithm to ensure all their songs a)sound the same &amp; b) are appropriate for The Hills&quot;
304116,304128,1,@katiebebe87 I just did a starter kit one that I'm excited about but I still have to chop it 
304117,304129,0,@katieberry catwomans so shit  its like... sucking all the cool out of the epically cool catwoman. she's not even called Selina? ffs
304118,304130,0,@katiebeth I know  but if I'd said something BEFORE you climbed half way up the darn thing I wldnt have happened 
304119,304131,1,"@katiebeth Ohhhhh, that should go all weekend! Maybe I can make it tomorrow  I wanted to climb though, but I haven't been to one in awhile"
304120,304132,1,@katiebeth We should be more aggressively promoting our cooler temps to those who would appreciate it. Lots of nice scenery up here too! 
304121,304133,1,"@KatieBichon My dogs will &quot;clean the dishes&quot;-not exactly how I want them clean, but they try "
304122,304134,1,@KatieBisson Yeah that's my site. And yeah of course! 
304123,304135,1,"@katiebobatie I did lose a few followers, but gained many more. I don't care. I only care about #chuckmemondays. "
304124,304136,1,@KatieBThatsMe haha will do 
