,Unnamed: 0,Unnamed: 0.1,ItemID,Sentiment,SentimentText
1331,101331,101331,101343,1,@D_Deighe  Thank you! 
1332,101332,101332,101344,0,@d_deighe Aw.  Rough dad for the daddy.
1333,101333,101333,101345,0,@D_Deighe yeah FL is fucking hot 
1334,101334,101334,101346,0,@D_doering no we are driving from philly to fairfax we have the mng before tonights show oh and they took out grown man 
1335,101335,101335,101347,0,@D_Dolittle strangly enough I can't see any of ur tweets  lol
1336,101336,101336,101348,1,@d_e_v phew. got some memory still then. 
1337,101337,101337,101349,1,@d_garmo71 It's not a problem  We shall eat outside!
1338,101338,101338,101350,0,@d_garmo71 that's not fair i'm voting like hell  *hug*
1339,101339,101339,101351,1,"@d_garmo71 Yeah, it would be a very nice birthday present indeed. "
1340,101340,101340,101352,1,@D_GOODFELLAS I'm not being emo... Just tired of peoples bullshit. Ya dig? 
1341,101341,101341,101353,0,@d_hizzy im sorry but it's true. i would love be in detention with him..... or adam grontier. but i cant have both  hahaha.
1342,101342,101342,101354,0,"@d_hizzy ur not talkin to me  oh but i meant to tell u, ur new twitter pic looks A LOT diff from ur other one, not a bad thing, just sayin"
1343,101343,101343,101355,1,"@D_Hock Oh, I'm not. When my birthday's coming up, EVERYONE knows it. "
1344,101344,101344,101356,0,@cymarshalllaw nah. Belgian beers and pizza today. Hopefully chillin at the crib with a movie later. I'm tired 
1345,101345,101345,101357,1,@cymberrain been a long day already...much still to do and have a flight in the evening! Going to be crazy 
1346,101346,101346,101358,1,"@cymberrain Hiya, morning.. "
1347,101347,101347,101359,1,@cymberrain I've started on my first one but it is going to take me some time 
1348,101348,101348,101360,1,@cymberrain Thank you! Been a good week so far 
1349,101349,101349,101361,1,"@cymberrain try Babel Fish it translates a whole website, I think Google Translate does it too "
1350,101350,101350,101362,0,@cymberrain yes i'm fine.. not liking all this rain we have today  
1351,101351,101351,101363,1,@cymphony yes I did and it gq quite amazing 
1352,101352,101352,101364,0,@cynadoodlepop i don't knowwwwww 
1353,101353,101353,101365,1,@cynbdemented @EmpressEmizzle sad song keep reminding me that there're strangers in the outside world waiting for me 
1354,101354,101354,101366,1,@cynchrys I need you to dm your address again. Thanks girlfriend. 
1355,101355,101355,101367,1,"@CynCity009 (off to starbucks, so if you say something, and I ignore you, that's why) "
1356,101356,101356,101368,1,@cynder77 let's chill 
1357,101357,101357,101369,1,@cyndicato thannkkk you 
1358,101358,101358,101370,0,@cyndigregorio I can't believe she lost either..I was so hoping she'd win 
1359,101359,101359,101371,1,@cyndihardyphoto I agree!  Look at your July calendar and email me some dates...we'll make it happen 
1360,101360,101360,101372,1,"@Cyndiinbc Cyndi, thanks for listening to my radio interview on CIUT FM! We had so much fun  What did u think?"
1361,101361,101361,101373,1,@cyndyallen my sister needs to know what to bring easter - I say make her cook lol 
1362,101362,101362,101374,1,"@cyndycrider I had one, but I forgot what it was...    "
1363,101363,101363,101375,1,@cynensemble *waves* diggin the bracelet 
1364,101364,101364,101376,0,"@cynical_redhead if I had the money, I would.  I hope you don't end up jobless "
1365,101365,101365,101377,0,@Cynical_Woman no time to shop! 
1366,101366,101366,101378,0,"@CynicalCeci dude, we didn't hang on friday "
1367,101367,101367,101379,0,"@CynicalChris You should try living down here. We get three whole seasons of plant sex. Spring, summer, and then the cedar in the fall. "
1368,101368,101368,101380,1,"@CynicalDad  No worries, just checking. 's ok if you don't get a chance to play it - thought you'd like a little Cramps tonight ;)"
1369,101369,101369,101381,1,"@cynicaloctopus No, I'm thinking about finding a cheap copy of it on Amazon... "
1370,101370,101370,101382,0,@cynicalvillain no one to help. Today 
1371,101371,101371,101383,1,@cyniccreature Haha yes! That means we'll have to dance again together in the next week. I'm totally ok with that! 
1372,101372,101372,101384,0,@cynicman Sounds and looks good.  Pity the download link doesn't work 
1373,101373,101373,101385,0,"@Cynicor Because in Newcastle, there are no kings  I don't want dissolved slug on my floor, that's worse than the trail it left!"
1374,101374,101374,101386,0,@CyniqueK Lol that was very lame poo. Seriously =P N even you don't call me anymore. SLUT !!  
1375,101375,101375,101387,1,@CynMore22 Who doesn't love cupcakes?! They are so delicious! 
1376,101376,101376,101388,1,@Cynnergies - @ Liturgy @stmss Green avatar as we pray for Iran #iranelection &lt;-- just found out myself 
1377,101377,101377,101389,1,@cynnergies  tweetdeck  sz &quot;rate limit exceeded&quot; and all stops  - what does this refer to?  .. aren't you SO glad you made me install? 
1378,101378,101378,101390,1,@Cynnergies Awesome! Nite. I'm going to call a dear friend of mine. 
1379,101379,101379,101391,1,@Cynnergies Eyeroll appreciated. 
1380,101380,101380,101392,1,@Cynnergies gur-fren...much of the same you're contending with  how you be?
1381,101381,101381,101393,1,@Cynngeries I`m glad that you liked it. I`ve always used linux. What is ur fav distro? 
1382,101382,101382,101394,1,@D_Hock Those are some pretty strong words for a man who cannot handle his sniffles. 
1383,101383,101383,101395,1,@d_iana you should start being a nail designerrr 
1384,101384,101384,101396,1,@d_konsta opos sou aresi  ise stin athina; â¼
1385,101385,101385,101397,1,@d_lah glad to see dilah too.... 
1386,101386,101386,101398,1,@d_liew get an air-conditioner...everyone's doing it 
1387,101387,101387,101399,1,@D_London whats poppin pimpin? 
1388,101388,101388,101400,1,"@D_MacPherson dude, endorsing Dyson isn't big news, we've been doing it for years! "
1389,101389,101389,101401,1,"@D_MacPherson LOL. Everything A ok? Long time no see! I know you've been quite busy preparing for the ceremony, hope all is going well! "
1390,101390,101390,101402,0,@d_marie82 wheres your cruise going?   where u watching the game tonite i left orlando for CT today for vaca its only 70 here 
1391,101391,101391,101403,1,"@d_n_t Ah, a nice herd/flock pun to start the day ;) Must try out several browsers, it's my job "
1392,101392,101392,101404,0,@d_pascarella You just broke something opening my $800.00 blinds to the patio I'm about to get up and find out... 
1393,101393,101393,101405,1,"@d_phrase Awww, shucks....  "
1394,101394,101394,101406,0,@D_R_K No way - you still got that going on?  
1395,101395,101395,101407,1,@d_tor good morning 
1396,101396,101396,101408,1,@d_TRIX can't wait for hawaii part 2 
1397,101397,101397,101409,0,@d_TRIX my mom just had a root canal also...i feel your pain buddy! 
1398,101398,101398,101410,1,@d_TRIX we already bbq'd but thx 4 the invite Big D! 
1399,101399,101399,101411,1,"@d_TRIX well, that must be fun! happy watching! "
1400,101400,101400,101412,1,"@D_Tuck That's because weekdays make me sleepy no matter what. SORRY TO DISAPPOINT YOU, DAVID. GUESS I WONT VISIT YOU IN GERMANY. jaykay. "
1401,101401,101401,101413,1,@d_tw Not if you're me 
1402,101402,101402,101414,1,"@d_unknown Hi guys, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace"
1403,101403,101403,101415,0,"@d_v_b Me too, Dave.  Thanks.  She seems to think it's pretty serious. "
1404,101404,101404,101416,1,"@d_whiteplume Heather Thomas was a hottie...never cared so much for Locklear, though. Can't wait to get home and see the Tumblr posts. "
1405,101405,101405,101417,1,@d_zigga Do you guys end school this week? the 4 of us should hang out soon 
1406,101406,101406,101418,0,@d0ll3 i dont do drugs 
1407,101407,101407,101419,0,@d0llars U DONT HAVE ENOUGH TO SHARRE?? 
1408,101408,101408,101420,0,@d0miiniicano27 F your life. lol I hope your evening gets better. Mine'll be boring as soon as I leave my friend's place.  F my life too.
1409,101409,101409,101421,1,@D0miniqu3 i lurve ur profile photo... really pretty. how do u know Miley? 
1410,101410,101410,101422,1,@D0miniqu3 IT's in his blood 
1411,101411,101411,101423,0,@D0miniqu3 some girl was going to hang out with me but she to busy 
1412,101412,101412,101424,1,@d0odle thanx. 
1413,101413,101413,101425,1,@d0opeb0ii i had a grilled chicken bacon melt and hashbrowns lol  it was soooo good! You should try it! 
1414,101414,101414,101426,1,@d0opeb0ii sadly you may be right 
1415,101415,101415,101427,0,"@d0peqirlfresh Np sorry for being late, I remembered it the day of and killed it at the end "
1416,101416,101416,101428,1,@d1ck king james dethroned! looks like someone owes me a beer! 
1417,101417,101417,101429,1,@d1jamz THANKS!!  We'll be at City Walk if you want to celebrate ;)
1418,101418,101418,101430,1,@D1MPLE5 oh well. it's SUMMER full of french and math -.- and SUNSHINE 
1419,101419,101419,101431,1,@D1Shadow perhaps you should go on a mission to find your muse?  or just let it come to you.
1420,101420,101420,101432,1,"@D1Shadow well, nudge right back. "
1421,101421,101421,101433,0,@D1VAD1VA lol o not real money i wish 
1422,101422,101422,101434,1,@d2_d4  Is that you &amp; Julie?  Can't tell 
1423,101423,101423,101435,1,@D246 hey girl....i see what i can do...Il ask bron and rach if their keen too 
1424,101424,101424,101436,1,@cynniebynnie o my god. how many texts of she's the man did we pass back and forth? that was insanity 
1425,101425,101425,101437,0,@CynnieMe oooh Grey Gardens sounds good! but I dont have HBO. 
1426,101426,101426,101438,0,"@cynpenn Yeah, he said he was tired of it "
1427,101427,101427,101439,1,@cyntabel Skipping ahead...bad idea. Soderling for cover tom  Also thx for the updates. reading thru is fun since I missed the match.
1428,101428,101428,101440,0,@cynthia_123 hey mamaz i kno im late 
1429,101429,101429,101441,1,@cynthia_123 I know 
1430,101430,101430,101442,0,@cynthia_yo dude I really wanted to go out tonight  let's have a &quot;sick&quot; party? With kleenex n cough syrupt!
1431,101431,101431,101443,1,"@Cynthia2478 he's not gay Lol. He's a riot definitely, but not at nkotb concert. I want 2b a smitten girl with no distractions that night "
1432,101432,101432,101444,1,@cynthia8350 Ive never know you to let your yard get overgrown! 
1433,101433,101433,101445,0,"@cynthia92054 Well, that's not cool either "
1434,101434,101434,101446,1,@CynthiaBuroughs awe. &lt;scratches gently behind kitty ears&gt;  
1435,101435,101435,101447,0,@CynthiaBuroughs aww. I wish you weren't sad.  *hugs* I think I understand the feeling though. I know I feel that way sometimes too.
1436,101436,101436,101448,0,@CynthiaBuroughs damn. I'm getting older every day. 
1437,101437,101437,101449,1,@CynthiaBuroughs Good for the two of you. I hope everything goes well 
1438,101438,101438,101450,1,@CynthiaBuroughs Good Morning!  New pic is working now 
1439,101439,101439,101451,1,@CynthiaBuroughs I will - but you will never know it's me 
1440,101440,101440,101452,1,@CynthiaBuroughs just got home too  was I'm Boston getting my head looked at by my therapist and changing someone perspective on life
1441,101441,101441,101453,0,"@CynthiaBuroughs OH no, so sorry to hear that. "
1442,101442,101442,101454,1,@CynthiaBuroughs Take care. Be safe 
1443,101443,101443,101455,1,@CynthiaBuroughs Thank you sweetie  #FollowFriday
1444,101444,101444,101456,0,@CynthiaBuroughs That sucks. 
1445,101445,101445,101457,1,"@CynthiaBuroughs you both look so alike too  I only watch the ghost shows, yes I'm one of those"
1446,101446,101446,101458,0,@CynthiaBuroughs you're still laughing and i still have no clue why!  life is rough being a blonde!
1447,101447,101447,101459,1,@CynthiaDAmour I always write to-do lists on paper - and have a planner. I don't really use technology for that. 
1448,101448,101448,101460,1,@CynthiaDiana Totally then..his wavy blonde hair and surfer looks. He's no use to me now. 
1449,101449,101449,101461,1,@cynthiaface Maybe baseball with some buddies 
1450,101450,101450,101462,1,"@CynthiaFrancine hahah, nice! listen away my dear "
1451,101451,101451,101463,0,@cynthiagunit aw man I'm really sorry to hear that  I hope she's ok =/
1452,101452,101452,101464,1,@cynthiahasbani i just boarded 
1453,101453,101453,101465,0,@cynthiajovan  I did that last night!! Its such a chore 
1454,101454,101454,101466,0,@CynthiaLaac Should'a ran away. I'm talking to my dad about college 
1455,101455,101455,101467,1,@CynthiaLasVegas   Thanks so much!!! Really appreciate that...Look forward to more of your tweets!!!!!!!! 
1456,101456,101456,101468,0,@cynthialee912 thanks.. Too bad you're flying.... 
1457,101457,101457,101469,0,@CYNTHIAMUNOZ :0 what the cheese fries? i am didnt you read my tweet to you earlier 
1458,101458,101458,101470,1,@CYNTHIAMUNOZ lol your fun 
1459,101459,101459,101471,0,@CYNTHIARENEE hahahahaha u silly girl! Today is like blah! Idk whts going on wit me but I'm just blah 
1460,101460,101460,101472,1,@cynthiaseow 12hrs day at work are definitely horrible...but not as horrendous as 18hrs.. 
1461,101461,101461,101473,1,@CynthiaVS You're quite welcome. 
1462,101462,101462,101474,1,@CynthiaY29   Thanks for the good news before noon on a Monday morning!                           
1463,101463,101463,101475,1,@CynthiaY29 Congrats to your son on his great grades! 
1464,101464,101464,101476,1,@D246 i have no idea about bdays girl... havent even had a chance to think about it... im happy for you ladies to take the lead.. 
1465,101465,101465,101477,1,@d2wap You try to assassinate me twice and then you follow me? Bold move. 
1466,101466,101466,101478,0,@d2zone alamak ive been using opera for over 5 months already  Thanks anyway.
1467,101467,101467,101479,1,@d2zone Haha..I guess that's what you call a power nap 
1468,101468,101468,101480,1,@d2zone Petite..that would be the day..haha..all my family members are quite tall..ops..another info..oh well..not the petite type..haha 
1469,101469,101469,101481,1,"@d33pak A boy who likes shopping, this is a new one "
1470,101470,101470,101482,1,@d33pak good afternoon! hows your sunday going? other than Hannah Montana of course 
1471,101471,101471,101483,1,@d33pak haha! sure they can! 
1472,101472,101472,101484,0,@d33pak I know.. not everyone has lazy fridays  @fraands
1473,101473,101473,101485,1,@d33pak really? ;-) could nt find u there! 
1474,101474,101474,101486,1,@d33pak well if you aredieting i shouldnt tell you more abt it 
1475,101475,101475,101487,0,@d33pak Yes will have to do the same. Though I have bkup of my phonebook on my Sony Data Card bt I m byng a Nokia so the card wont fit in 
1476,101476,101476,101488,0,@d33pak You shouldn't fret cos thats about the only decent flick we have right now! thanks to multiplex strike!  Im craving 4 good movies
1477,101477,101477,101489,0,@d33zilla I cut my little bit w/ clippers because it itches sometimes 
1478,101478,101478,101490,0,@d34dh34d nincs is cici. disappointment of the day. 
1479,101479,101479,101491,0,@D35h1...I know those people...btw the Viking was really a troll 
1480,101480,101480,101492,0,@d3fits hi de I'm home...down with a cold  my bb is working though! Did you try restarting?
1481,101481,101481,101493,0,@D3podcast we only sold them before the record came out.  They're gone!  
1482,101482,101482,101494,0,"@d3signar ja tell me about it, i came in early &amp; it looks like im gonna go home late  at least i'll miss the traffic"
1483,101483,101483,101495,1,@d3sperad0 yeah. But then Sam Neil wants to cut your face off. 
1484,101484,101484,101496,0,"@d3vilbox Yeah, you need to get some movement on your accounts this quarter or we're in deep trouble. I might even have to let you go. "
1485,101485,101485,101497,1,@d3zd3z Love it! Thanks for that. 
1486,101486,101486,101498,1,@D4Dangerous  thanks for having my back yo.  
1487,101487,101487,101499,0,@d4doll Try using fluoride for awhile. That's what I'm doing for mine   At least you can use this as an excuse not to clean the apt. ;)
1488,101488,101488,101500,0,@D4MO You FF'ed me! That was nice. Especially since I pale into insignificance against yr impressive Twitterholic stats - 31st in Cardiff 
1489,101489,101489,101501,1,@D4N13LL3 @suzeeeeee @kristoooon beach today!!!! 
1490,101490,101490,101502,1,"@D4n4L4ur3n call me, if you get home early enough, please...  "
1491,101491,101491,101503,0,"@d4rkspike i give up on xbl, tbh. i face wayyy too many two-faced people out there. "
1492,101492,101492,101504,0,"@d4wnmelissa  I'm really sorry. I know I had said to tell him to fuck off, but I understand how confusing this is "
1493,101493,101493,101505,1,@d6r9b Hell yeah! Tiesto!! 
1494,101494,101494,101506,0,"@d7nh ko pháº£i, ISO cao mÃ  sÃ¡ng quÃ¡ chá»¥p toÃ n 1/750 thÃ¬ lÃ m sao mÃ  láº¥y ÄÆ°á»£c Äá»§ chi tiáº¿t cÆ¡ chá»© "
1495,101495,101495,101507,1,@D8n stuffed up my back.. dancing too hard and being too cool 
1496,101496,101496,101508,1,@d95Kerry I know new ppl from here as in Armagh joined!! 
1497,101497,101497,101509,0,@da_an2 lol *omg so you're featured ad the first shaken tweeter???  *que susto!!!
1498,101498,101498,101510,1,@da_evil book call 'dead until dark' hm.. im interesting 
1499,101499,101499,101511,0,"@Da_Finster u go boy! i just got a letter from YOU! (i guess it wasnt really you,huh) "
1500,101500,101500,101512,1,@CynthiaY29 dr hook  awesome 
1501,101501,101501,101513,1,"@CynthiaY29 Fun post, gotta spread it around. "
1502,101502,101502,101514,1,"@CynthiaY29 LOL .. &quot;THink with your phone instead your dick&quot;, i would rather think with my brain "
1503,101503,101503,101515,0,"@CynthiaY29 No - I did &quot;get back on the horse&quot; a couple of times after the fall, but had lost all confidence. Haven't ridden for 5 years "
1504,101504,101504,101516,1,@Cynthiness Nice! I'll send you a DM with it. 
1505,101505,101505,101517,0,"@cynvela rips ur heart out when they're sick, right? "
1506,101506,101506,101518,0,@Cyoni who's sammy styles? Sammy styles is my doggie. I can't believe u don't know my other half. 
1507,101507,101507,101519,1,@cyounes Ø§ÙØ§Ø§ Ø Ø§Ø¬Ù ÙÙ ÙØ¹Ø¨ Ø¨Ø§ÙØ¨Ø±ÙØ¬Ø© :p Ø Ø§Ø¹Ø±Ù? Ø§ÙØ·Ø±ÙÙØ© Ø¨Ø§ÙÙÙØ±Ø¯Ø¨Ø±ÙØ³ .. Ø¨Ø§ÙÙÙØ§Ø³Ø¨Ø© ØªØ¯ÙÙÙØªÙ ÙÙÙØ²Ø© ÙØ§ÙØ¹ÙØ©Ø Ø¨ÙØ¯Ù Ø§ÙØªØ¹ÙÙÙ Ø¹ÙÙÙØ§ ÙÙÙÙÙ ÙØ¶Ø·Ø± ÙÙØ®Ø±ÙØ¬ 
1508,101508,101508,101520,1,"@cypher thx, I'm totally not on par reg. apple product line.that's why I always buy just before new announcements "
1509,101509,101509,101521,0,"@cypherite OH MY GOD, NO  Don't."
1510,101510,101510,101522,1,@cyphersushi sounds like a good way to start the workday 
1511,101511,101511,101523,0,@cyrahomega im sooo not a nerd  dnt play me mr.hawkins
1512,101512,101512,101524,0,"@CyranDorman  but on the plus side, you dont pay for all those crap channels on Sky....."
1513,101513,101513,101525,1,"@CyranDorman  You look great and not like a dope at all, "
1514,101514,101514,101526,1,@CyranDorman @rosiebunny Last night was good fun wasn't it?  Am seriously considering graphic novel of my life following our conversation
1515,101515,101515,101527,1,@CyranDorman Sounds like you had fun  hope migraine goes soon! I slept badly - again - guess I was trying to process a lot...
1516,101516,101516,101528,0,@cyril_y  no plans yet. I'll have a busy summer putting up a proper snake cable in the theater.  i'd love to play at deep fried
1517,101517,101517,101529,1,"@cyrill_co_uk  I think bear is far more affectionate sounding for a baby than medved but then again, I'm just an American "
1518,101518,101518,101530,0,"@cyrodjohn Yep, I uninstalled 10 then installed 9. But it still won't work.  This hack worked for Debie's and Art's accounts."
1519,101519,101519,101531,1,@CyrusAllen you need to update!!!  
1520,101520,101520,101532,0,@cyrusbaby awwh poor polar bears their soo cold  but yea we're just that cool ^.^
1521,101521,101521,101533,0,@cyrusbaby I miss you...  come over and say bye before I leave!!
1522,101522,101522,101534,1,@CyrusFan4Life Um nothing just watching tv 
1523,101523,101523,101535,1,"@CyrusL I can hear your battery whimpering as it tries to keep up.  I just upgraded to 320GB from 160GB, for more breathing room only."
1524,101524,101524,101536,1,"@CyrusMavalwala I'd follow Sir Paul's lead on almost anything; well, except maybe marriage! "
1525,101525,101525,101537,1,@cysero http://twitpic.com/6mdwb - Savage warlord armor is waaaaay cooler 
1526,101526,101526,101538,0,@CyV ohno is your skullcandy still alive? 
1527,101527,101527,101539,1,@czamm if they aren't good where will today fall? 
1528,101528,101528,101540,1,@CzarinaCleo Ha!!  U have my support! 
1529,101529,101529,101541,0,@CzarinaE Amen to that girlfriend! lol I think I'm just going write another paragraph and finish it all tomorrow I'm so sleepy 
1530,101530,101530,101542,1,@CzarinaE i agree 
1531,101531,101531,101543,1,@czarinamaye God bless. I have an interview on Monday as well 
1532,101532,101532,101544,0,@czerinatomfiss she is!!! what the hell did u do?!?!  haha
1533,101533,101533,101545,1,@czsmith72 &quot;So how big of a check would I have to write to the SPCA to get you to stop begging for votes?&quot; I LOVE it.  
1534,101534,101534,101546,0,@Cztron mmm dont be too jealous henny. he has the privilege of having 2 wives 
1535,101535,101535,101547,1,"@Da_Fluffy Yes. We have been trying to keep some things under wraps, at least until ISMAR in October. Don't want to be too early "
1536,101536,101536,101548,1,@da_Goat ohhhh it will be done! Guarneteed! Thanks for the support! 
1537,101537,101537,101549,1,@da_gurl_cece *late reply.. I can def relate. I know ya few who needed to read that. 
1538,101538,101538,101550,1,@da_gurl_cece what up? 
1539,101539,101539,101551,0,@da_handsome_one Thanks....cuz i need one. 
1540,101540,101540,101552,0,@DA_Kubuu  Fro &gt; Other Hair  I am too white and ginger to have a fro 
1541,101541,101541,101553,1,"@da_mayor Dude, that means you've stayed in Scotland long enough to get corrupted "
1542,101542,101542,101554,1,@DA_realist1eva that's because EVERYONE loves North Carolina women. What is there not to like! 
1543,101543,101543,101555,1,"@da_truth_uk its not, well, i dont think so. im sure ill get out of bed on the right side in the morning "
1544,101544,101544,101556,0,@Da13lackone I AINT SPEAK TO U TODAY..SAD FACE  U HAVE TO LET ME NOE WEN UR GONNA COME PIK  ME UP FROM WORK
1545,101545,101545,101557,1,@da1ison amen to that. Coffee is america's most effective stimulus plan. 
1546,101546,101546,101558,1,@da1stlady21 lol you can be the announcer 
1547,101547,101547,101559,1,@da242911 You'll be alright  Twitter is fun
1548,101548,101548,101560,1,@da7thl3tt3r nope just a lil disagreement! 
1549,101549,101549,101561,0,@daaaanii exacto! 
1550,101550,101550,101562,0,@DaaaaveK Last Night we went to cinema and at 90mph a tire bursts.That was crasy but we`re doing well.BUT we`ve missed the movie 
1551,101551,101551,101563,1,"@daaku Aah! For once I am glad I did not turn up  So wanted to, but a cranky day for the twins today!"
1552,101552,101552,101564,0,@daaku oh boy I am missing not being there 
1553,101553,101553,101565,1,@daamncw I wuvss you 
1554,101554,101554,101566,1,"@DAANGaudrey you know my family so well(= and I saw it when j opened this  let's hang out Tuesday, Thursfay, or Friday. Cool with you?!"
1555,101555,101555,101567,0,@DaangMel your blogtv dates are always conflicting with my times 
1556,101556,101556,101568,0,@daaniiela_ ;) but in my days never happend something good.. all are always the same 
1557,101557,101557,101569,1,"@daannnnyy YAY for Italian people!  Ooo, Chinese?! I love 'Asian' people!! x3"
1558,101558,101558,101570,0,"@daaymgirl aaaaaaaaah jgn dong, since like after tue/wed gw pergi teruss "
1559,101559,101559,101571,0,@DaBaddest215 you never say things like that about me  smh! lol
1560,101560,101560,101572,0,"@Dabaddest82 cool beans! Can't wait, although they are calling for rain! "
1561,101561,101561,101573,1,"@dabbotts thanks! lots more to do in the next couple of weeks, but that was a biggie for sure! "
1562,101562,101562,101574,0,@Dabe ah! I want one. I need it  I'll be up ALLLL night
1563,101563,101563,101575,0,@Dabirdman1 hahaha. Ur so mean! 
1564,101564,101564,101576,0,@Dabirdman1 man if i had a pool in my backyard i'd be doing the same thing!!! u just love throwing stuff in my face huh? 
1565,101565,101565,101577,1,@dabitch Did you just send me a spam-link?  Looks very africa-letter-like.
1566,101566,101566,101578,0,@DABOELL  yorkie's are high maintenance dogs but sOo stinkin cute!... &amp; Bulldogs are cute pups... But just plain Ugly dogs 
1567,101567,101567,101579,0,@DABoloso damn summer school..... i would so be in there if it wasnt for summer school 
1568,101568,101568,101580,0,@DABoloso u shoulda been watchin family guy cant go wrong with that...kinda sad i missed it tho 
1569,101569,101569,101581,1,"@DaBombChele I have 3 sisters, so its my 4th time being an aunt  I loveeee them! haha"
1570,101570,101570,101582,1,@dabossman555 yay! it saved!!!!!!!!! whooo! okay... i'm gonna try see if IM works 
1571,101571,101571,101583,0,"@dabossn215 She did want her Daddy,but he left us sum time ago  so we're taking care of thgs 1 finger..I mean 1 step @ a time..u kno..lol"
1572,101572,101572,101584,0,@beerengineer I've done that a few times 
1573,101573,101573,101585,0,@beergood @mdclxx that was just sad 
1574,101574,101574,101586,0,@beerinator But I have no where to go ... 
1575,101575,101575,101587,1,@beerinator those are not listed on tap :-/ ... mermaid's red ale it is then .. Thanks 
1576,101576,101576,101588,0,@BeerInBaltimore I feel so useless.  I have a handful of followers and haven't figured out follow back etiquette yet 
1577,101577,101577,101589,0,"@BeerInBaltimore I had tix to see the Sox &amp; Orioles on Friday, but my flight was delayed and I couldn't get out of Dallas in time "
1578,101578,101578,101590,0,"@BeerInBaltimore Oh lord, I thought I was done crying for today!! That poor baby "
1579,101579,101579,101591,1,@beeritforward I didn't get to this last night because my phone died - But I had a Fosters  which apparently the Aussies don't drink...
1580,101580,101580,101592,0,@Beermans i haven't got anyone killed yet! and i just made my oven fireproof oh yeaaah. none of the cheats work for me except money ones 
1581,101581,101581,101593,1,@BEEron hahaha that really happened so don't make fun! Deng I missed out on a whole convo. Hahah oh well back to the movie at work. 
1582,101582,101582,101594,1,@beerrke thankyou   where are you? MSN? ;)
1583,101583,101583,101595,1,@beertendernick lol did you actually buy a bottle? were you having girly drink night? Oh wait... cherry mojitos. Nevermind. 
1584,101584,101584,101596,0,@beeryce Sad panda. 
1585,101585,101585,101597,1,@beerzealot  thanks
1586,101586,101586,101598,0,@BeesCreations   that is sad....
1587,101587,101587,101599,1,"@beesknees42 Nah, its the cute firemen that always show up. . .and cute cops. .I just LOVE a man in uniform.  Sigh "
1588,101588,101588,101600,1,"@beesknees42 Yes, but they WANT me  I can hear them breathing. LOL"
1589,101589,101589,101601,0,"@BeesLikeZeebras It's only an hour, but I have to spend the rest of the day out with my family, uber gay  lol"
1590,101590,101590,101602,0,"@BeesLikeZeebras well that kind of sucks, when I'm awake and you've been forced awake "
1591,101591,101591,101603,0,@BEESTROH how was velvet room last night? I came the wrong week 
1592,101592,101592,101604,0,@BEESTROH I feel you g! I'm always ready fir their breakfast on a freakin Sunday 
1593,101593,101593,101605,1,@BeeswaxOverdryv: screw the corona. Homebrew FTW! 
1594,101594,101594,101606,1,@beethequeenbee chinesse 
1595,101595,101595,101607,0,@beethequeenbee Night! I'm getting home now... 
1596,101596,101596,101608,0,@Beethousand ... My straw is missing on my juice box 
1597,101597,101597,101609,1,@beetle001 Heh. Don't have a clue 
1598,101598,101598,101610,1,@beetlebum http://twitpic.com/1iqv2 - Moin 
1599,101599,101599,101611,1,"@beetlerezzy, enep. acredita em mim.  "
1600,101600,101600,101612,1,"@beetrice Now allow us to live vicariously thru yr days of leisure! Oh n don't forget, the yummy baked goods! "
1601,101601,101601,101613,1,"@beetrice yes, tell!!!  that's a lot of goodies. hee hee"
1602,101602,101602,101614,0,@Beeutiful3 this is true. But for now I must wallow 
1603,101603,101603,101615,0,@Beever hmm yeah agreed. I just wish Leigh halfpenny was on the team  aha
1604,101604,101604,101616,0,"@Beever I really don't like that Percentage, makes the top bar way too crowded!  Im not on 3.0 yet, no Internets in the new house! "
1605,101605,101605,101617,0,"@beex3 Aww, that's good that your cat's doing better! But yeah, we put Cookie down in Sept and it sucked so bad. I still miss her a lot. "
1606,101606,101606,101618,1,@Beeyuncah haha. 
1607,101607,101607,101619,0,@Beez_ Both good ones! It's difficult writing an entire song based around a man that hasn't played in 2 seasons due to back injury though 
1608,101608,101608,101620,1,@Beez_ Can you get me one of those Iron Maiden mouse mates please please please! 
1609,101609,101609,101621,0,"@beezaf oh man, that really sucks for you "
1610,101610,101610,101622,0,@Cztron --o really I stay in the Sw I think  LOL .. We can be buddies!!
1611,101611,101611,101623,1,@d lynzi_gama tell her I said your welcomes haha 
1612,101612,101612,101624,0,@D__Graves LOL~ omg. Sorry. Night Derek!!!!!! My browser crashed. 
1613,101613,101613,101625,1,"@D__house  good - lots of studying and homework for sure yuck, and part-time job doesn't pay enough - you??"
1614,101614,101614,101626,0,@D_AMAZIN AWW  DID U GET UR ROSCOES LASTNIGHT?? U BE KRAVIN IT HOW I BE KRAVIN PIZZA..LOL
1615,101615,101615,101627,0,@D_AMAZIN duH get like me!!!! LmaO!!!! Ummmmm I'm watching purple rain...I whip out all the old shit when I'm sick  pnuemonia
1616,101616,101616,101628,1,@D_AMAZIN tryna get me in some trouble...smh 
1617,101617,101617,101629,0,"@d_archer I'm doin nothin so I think you'll be havin more fun, I got the same follower "
1618,101618,101618,101630,0,"@d_archer lol none of them are on right now, I went to see new terminator film last nyt wi friends, cinema is ridicously expensive "
